"","control1","control2","x","w","y"
"1","Gp1",27.4875446365581,17.8091026790297,6.36518194695264,63.3521845810276
"2","Gp3",19.9318015194075,12.3925142923963,8.20026692698533,61.6105785710743
"3","Gp1",23.1605385969361,4.56609688104884,8.48111501784116,36.143839699284
"4","Gp2",21.4249938348699,10.6361425473882,12.6431699158074,132.978844719958
"5","Gp2",30.2378607804497,7.58121385822362,10.1825042756042,172.632035675391
"6","Gp1",10.0517247814126,4.08758567455269,13.382023801616,18.7198383318966
"7","Gp3",20.4086082327299,10.9310336260953,12.8527403874217,60.6445620780265
"8","Gp1",15.3894012614303,8.62668710204212,8.15968021195717,34.3447153407249
"9","Gp1",18.4520964631819,12.427571174304,11.7192895032298,135.760892354232
"10","Gp2",16.2245919006652,11.1641349750846,10.3436973345727,79.1093101210382
"11","Gp2",18.1823275001715,6.42243617362546,7.8594142647363,103.152206680996
"12","Gp1",19.9368385608421,5.26237933855919,7.4692964923259,55.5159371011076
"13","Gp1",18.2838172099036,6.8315529120454,9.62373800446875,55.8254578825333
"14","Gp3",17.4111944951459,2.36911924508094,9.0666209731197,12.6837741252968
"15","Gp1",26.9266673156997,10.7721417836263,11.6488613832599,168.346626374121
"16","Gp2",11.9053160011364,14.8674352569054,10.0290539981448,111.698149908566
"17","Gp3",9.90079811893064,14.9992972886818,8.74057802174626,78.3068722749182
"18","Gp2",31.3298501325855,4.78363048107448,10.9048311475441,100.284851571968
"19","Gp1",16.52384966591,3.84920613857875,9.44982725416029,11.1070521078902
"20","Gp2",10.4518994923705,5.97128905477672,9.67751655961606,68.7690824449293
"21","Gp2",26.0682170921875,5.74205540114468,10.5674553815071,61.6325186098441
"22","Gp2",15.5611018147704,11.5971098115988,10.7220184093923,100.951252775956
"23","Gp1",23.6987813223097,13.4461071191746,8.68127650091231,86.5848398612332
"24","Gp1",22.0077752912848,8.58154159460559,5.66540436305279,70.2722733923098
"25","Gp2",14.4474500630525,19.4146934719899,11.0355359208687,76.884505489913
"26","Gp3",27.7026152798876,10.5391781316614,8.8181098709162,124.254738484506
"27","Gp3",14.7247419345731,9.2236031823619,11.7928510798859,84.768118029022
"28","Gp1",22.8291065274991,16.0941261736546,9.59515635472497,103.143024750873
"29","Gp3",22.942848469498,10.489691373456,10.800316952676,73.7473180726998
"30","Gp3",9.33058502486642,11.6333590283638,11.1509910776349,33.2624338877072
"31","Gp2",15.9128045651682,8.62945892140701,10.3815589073183,110.608741404885
"32","Gp2",16.6246889956311,13.2063450294524,13.0893352618406,132.592519385931
"33","Gp2",23.4093779309207,11.587397767283,12.4140494873825,145.255369908707
"34","Gp1",27.8639115785392,12.3493868579807,13.2988909816243,198.073120077552
"35","Gp2",22.5965033641455,12.7115078843049,8.54100798546059,87.5735226320536
"36","Gp1",15.3958077753746,10.6496471470427,11.0117045727656,52.4780596484768
"37","Gp2",21.8550860032296,13.4756702449673,11.8561580299224,88.4277496897804
"38","Gp3",25.9831315853592,9.8102059765575,10.9381528720938,75.8996471267746
"39","Gp3",21.8401835785766,5.84898886468236,10.4115875722535,30.9341828208661
"40","Gp2",20.9326752580872,10.4356023036119,11.6358673910111,66.5744678293587
"41","Gp3",15.1592835800502,6.9180144967189,10.9928642811252,58.4876320835089
"42","Gp3",24.9253040418779,5.70729631642117,13.2455219814271,106.551315098536
"43","Gp3",23.8848406538566,9.94492586714903,9.66711287974994,56.4282517795775
"44","Gp1",25.7994587185921,10.2651903821549,6.64210568820936,76.7478677377615
"45","Gp2",24.579586523072,17.8880641344731,10.2344180347179,127.483822463455
"46","Gp3",23.9265097039177,15.5479094503473,12.9735994909204,177.272807227486
"47","Gp2",17.5762534442329,6.83309001137532,13.5371384614505,40.9172011060937
"48","Gp3",17.405266407959,13.0114934181603,7.33001437634875,50.3120549197706
"49","Gp1",16.8801619404422,12.919027244276,10.0682832796219,114.501903175797
"50","Gp3",26.2879131802344,8.85112281096224,7.28407762482241,70.6582820171208
"51","Gp1",26.6027166547142,2.361690558107,11.7557946164649,59.564462995302
"52","Gp2",24.3925534704046,8.33296582316225,8.71475155523875,110.063442788088
"53","Gp2",14.1831361857286,6.59308558918392,9.5048782184862,51.1519961604328
"54","Gp1",21.7543884652063,9.66993431813059,8.78009674520953,32.7355821692357
"55","Gp2",12.9613220928024,8.79912552122512,10.2412693007246,43.5739361806191
"56","Gp3",28.1953736023983,9.10426359225409,10.5681657682376,95.4427447922037
"57","Gp3",14.4981675073696,6.36683649533196,12.262313152417,42.2117923835005
"58","Gp1",22.5870529378721,5.14265844599171,6.69688796342869,110.721824599478
"59","Gp3",29.1184689854823,9.76833244994264,12.8284330235184,131.518917008147
"60","Gp1",16.5091902834744,11.7579284216074,7.90704087841838,74.7334673182876
"61","Gp2",20.6848195995653,6.97270486435516,9.88073369197161,54.4689874904705
"62","Gp1",28.0547199451393,12.102432404221,7.92218987731509,68.7470065501074
"63","Gp1",24.6164493416417,4.94712223064376,14.2054213091938,86.8984748136875
"64","Gp3",14.0216951021437,13.5723653777982,9.48075981479967,122.765636765689
"65","Gp1",23.1558663912091,10.4035657775649,6.59759357498149,90.7603562512405
"66","Gp3",20.9154103837063,12.9953671822185,10.7635402431842,65.4040648684776
"67","Gp1",16.5966583202347,9.22548871702921,11.3843631089615,30.1028437145903
"68","Gp2",19.2331156925416,13.2801201156473,10.4480654978807,34.1949322226156
"69","Gp2",22.4037932553238,8.91920179557078,12.4257169142511,107.724815273503
"70","Gp1",24.5869989740983,11.6186756976136,10.3336609045836,100.396712222514
"71","Gp2",26.9976618690688,11.842007109902,8.36081113795094,65.8292261493198
"72","Gp3",24.9094970784327,12.8505473941975,12.9567739436651,100.507267558516
"73","Gp3",26.2389533341608,6.49037600190528,13.0826568737882,92.1288412198828
"74","Gp2",19.5098827883505,7.57546529451549,6.11403396983513,1.1730426358888
"75","Gp1",10.259286145744,6.46896662325187,9.80232831963322,68.876711522371
"76","Gp2",15.8447553916283,13.862033476597,9.20280923970397,46.0450560999969
"77","Gp2",17.0690991177013,10.6147803215088,11.3989260230868,84.8938374595313
"78","Gp2",21.4695340680546,4.98162273844156,12.9894801803586,64.2923901103358
"79","Gp3",29.6077383828844,2.10984201017807,11.535449476674,78.4984762222943
"80","Gp1",30.4389803823202,7.212941863594,8.30489776867757,147.607186884859
"81","Gp3",10.6094125923633,11.742063719975,10.8286950484015,144.739261035838
"82","Gp3",18.8657539327187,2.6263555378541,7.17622470245112,93.0174037293322
"83","Gp1",17.511238104672,12.5681878747598,11.0579602283296,84.6573687653751
"84","Gp3",26.0311886488736,3.75391385797536,13.5559817312507,112.79514823191
"85","Gp2",17.9396038051391,5.47995739516873,10.1662171314895,42.8868920213341
"86","Gp1",27.228796953248,8.32627657156266,11.2296187114822,159.231365620147
"87","Gp1",21.3108775064915,8.68433119956828,9.80195066736419,52.810150603519
"88","Gp2",20.994130618901,9.69362058705125,7.26140371760663,73.9200852865246
"89","Gp3",16.5780503572933,9.48960287621387,8.91516236729772,46.9698572507641
"90","Gp2",21.8493949028583,11.9376280276746,8.44262927131757,63.7635957753092
"91","Gp3",15.9225358209582,7.76179120438951,6.9424627179886,82.6693692885255
"92","Gp1",16.3493486239344,6.23530599755111,7.42328368841612,32.3965743202924
"93","Gp2",15.0046514042807,12.9662258144192,9.84015031295537,93.2119787072298
"94","Gp3",21.652457686379,12.3195147955748,7.63698179891487,25.8073861922298
"95","Gp1",9.75341504744239,7.87338052583342,13.2682435762871,65.5334242163337
"96","Gp3",12.2026107169129,5.93596828929525,6.73957490465808,8.45687194746169
"97","Gp2",24.1760109621892,6.87556464675373,8.32514097775576,56.2727504834011
"98","Gp1",25.5097756229933,10.2612178427097,6.99571730820132,35.9712650775279
"99","Gp2",21.4833397148129,13.9850304814649,9.58249131825984,111.071248359614
"100","Gp1",17.4497325259289,3.48667443501785,13.4675482580206,35.227426229166
"101","Gp3",11.1406682124913,16.5547452913593,12.629575907076,148.24284433835
"102","Gp1",11.5264484696976,10.8883368351631,9.27866818303336,57.764370766942
"103","Gp2",28.3532192552616,6.38224148466735,7.79683593488093,110.08238514256
"104","Gp1",23.1451927277077,5.33728021523446,11.7517139381518,99.4608796680364
"105","Gp1",27.334441299894,1.11887695626876,8.11769887151155,58.5322879950037
"106","Gp1",22.1953217720526,9.02484312595926,11.171970355562,116.609822304629
"107","Gp1",23.2021159020617,7.95434206155821,10.7876580603526,98.5091805897897
"108","Gp3",19.9267192016318,6.1243204268561,11.2881431365939,56.2855083979915
"109","Gp2",15.2274034749952,12.5598813295647,13.035254517511,96.414065815213
"110","Gp1",16.8906737423022,13.021461169363,11.6534970753255,86.9414506527384
"111","Gp1",14.8252698330814,2.99139558001227,9.73057005986069,-6.07751025524202
"112","Gp3",20.4274184170356,17.2730940075362,10.0552680804895,42.6534921880588
"113","Gp1",19.9454994295213,6.58650450210104,6.62668184481252,54.3713156966112
"114","Gp3",24.2519610690083,6.62687248123526,10.2444143316978,85.8748624965095
"115","Gp1",15.2913376199511,11.4575873966356,9.19194269810653,66.0642130201583
"116","Gp2",19.0564878589413,9.77545801502339,9.97057547324998,107.556485034418
"117","Gp2",22.5598551122838,6.63653593572495,12.2621426949889,100.924106412798
"118","Gp1",21.3106144838191,3.10255925702863,11.0786562449002,58.0917763791665
"119","Gp3",25.0772177799101,11.3427405372925,7.70220557335243,98.4595558496151
"120","Gp3",10.040386409289,7.28496946012194,11.1096405182686,52.0849038277274
"121","Gp3",26.5802188660642,11.6493334623901,11.4809826791564,112.962369830595
"122","Gp2",15.9242064133103,5.54766745151666,8.59643528801406,57.0808874359982
"123","Gp1",17.8093420353259,10.3171120306152,14.3916869987185,125.337712330027
"124","Gp1",12.5297203630475,14.7070555256788,11.5723122404293,125.683929128777
"125","Gp1",20.0194781281006,15.1037839086861,12.3553118307245,167.435450453226
"126","Gp3",4.60364395329165,9.49282753740031,10.3836569871436,22.5785132703567
"127","Gp3",23.1210988483543,14.5995185746503,10.5463321064661,105.118944759853
"128","Gp2",19.4992096977308,5.10533680236108,11.3845006379153,44.2723259450051
"129","Gp2",17.2693706153046,4.50125293583063,4.66694966201348,12.2075903557627
"130","Gp2",18.8130846796455,12.2370301895629,8.91692266997486,76.1135514822281
"131","Gp1",19.697344671398,9.98009440977235,11.212309538057,62.7663962301355
"132","Gp2",19.519704533866,12.3977474664117,9.8186266028077,49.4499680587318
"133","Gp3",26.3655285665259,4.08784859146287,7.97446207540086,75.503667071763
"134","Gp3",15.2690082043488,12.5788116307429,8.78272048595274,94.3163109038323
"135","Gp2",25.6465637272868,12.266849103011,6.49989958108045,109.07047079664
"136","Gp1",10.4825099698748,4.58077717137409,7.83925558094592,-59.9631923841459
"137","Gp1",23.2013572909312,7.68498551176996,12.7077786800725,79.2815744707853
"138","Gp2",20.5627303606207,9.71039122285972,8.31933813386971,33.1441773152934
"139","Gp3",21.2766151243691,7.13191231564592,10.0347069091171,105.380454765789
"140","Gp2",21.330807763588,3.72434061355932,9.78545953355532,56.1052340658218
"141","Gp3",11.8412314637062,14.5771861444352,5.74736452457447,-21.9733445776167
"142","Gp2",25.5821063796419,0.467736054278586,9.32858902888251,68.529533912651
"143","Gp3",20.3195229508589,7.79780126791787,10.3145362152686,70.4695866694078
"144","Gp3",23.6178303668215,9.91782535977227,10.6068231116985,90.0282996455467
"145","Gp2",19.8379413009083,4.99117811211076,10.2579682976461,82.8799812181408
"146","Gp2",26.3348578120285,12.2255571487135,10.2602841984465,80.2190149625415
"147","Gp2",13.4669520311692,12.0318351781277,12.2716986054903,105.176809692085
"148","Gp2",17.9295407404381,5.3423987025348,12.8648561707096,92.0466355206691
"149","Gp2",21.292990517261,10.60912180517,11.1221506410337,59.7229603596246
"150","Gp1",23.3315718299466,9.66567861140509,7.16129560344991,-11.254616261942
"151","Gp1",26.4726167007894,5.84147755507388,11.0425001914776,53.2078995940192
"152","Gp3",20.0175915985497,11.0222581066954,10.6637151835111,54.9436181884382
"153","Gp2",24.1808484612191,10.0514048448265,9.0823186945984,29.9546910126113
"154","Gp1",27.6407927293978,18.9777371368804,9.43963928221751,122.911355382017
"155","Gp1",19.4726602439001,11.8583428773723,9.3275968903231,53.9086243689011
"156","Gp1",22.267931759577,5.45950783853019,13.0999475744917,128.262161404315
"157","Gp2",15.8699619762982,13.9558086115043,11.5733604025899,123.25835563767
"158","Gp3",17.1642947755935,12.9685394076238,8.68378065543778,9.63211088292853
"159","Gp2",15.3531556620365,16.085422408427,12.4163848686273,118.22959005171
"160","Gp1",20.9819350819586,2.00719153413261,11.7550657743572,44.4773477238029
"161","Gp1",22.7250057717819,9.17169352364525,10.5677486706314,74.9773117129244
"162","Gp2",29.0852907840967,9.3100434257556,7.6160661509639,61.4339311461742
"163","Gp1",22.4466179305719,9.02289351914401,8.47577062625336,73.2222001498594
"164","Gp3",16.6584769723608,0.00827869027736483,8.42434686125826,38.9017229059717
"165","Gp3",19.0811013414426,10.9235457035,8.32915785017464,40.4546211806077
"166","Gp3",19.352345610698,9.107004218271,12.7766716283608,91.167466107997
"167","Gp1",11.2676285117843,5.97249997244277,7.59302316749241,1.28187369212529
"168","Gp1",23.2319427533512,13.3821955204203,7.01425138428431,85.1487372116881
"169","Gp3",16.5027156168714,9.85401546795998,10.3132205064904,31.8643775672019
"170","Gp1",9.53537434169315,9.1049354655205,12.169938040571,101.404965360621
"171","Gp3",23.8806366854616,15.0663828035285,9.23988851466484,99.4471978740884
"172","Gp2",15.5847086843392,18.691328415978,10.9546118769065,85.6968455376056
"173","Gp2",22.3404179952314,12.1154859262033,8.69376881046504,120.905565477743
"174","Gp3",16.9456238832553,2.81970117226589,7.16323732312885,31.1108539322834
"175","Gp1",23.2850657127107,8.68146018210703,6.91290555955032,77.7665268206866
"176","Gp2",15.4183201767617,4.79330038230496,13.255073272516,45.6832447604605
"177","Gp1",22.2237573911386,9.47522864701804,10.9180313372239,81.1517772359874
"178","Gp1",15.6436990011857,9.01014812555191,10.5148137981816,92.6016599503303
"179","Gp2",17.9847584269506,10.0083988523011,8.83371583860769,79.0291350998669
"180","Gp1",14.1140137842374,6.97457542736295,9.37855525306814,-8.97743238888576
"181","Gp3",24.9387243379821,8.69026381697052,11.1069644435374,111.448875921007
"182","Gp3",22.7970080813927,9.89149549016455,13.1552786561342,125.447724196971
"183","Gp3",25.6147034619512,9.86737722813934,12.806374287349,120.13403959625
"184","Gp2",24.5199218868695,7.9958262641887,9.17546811653342,96.3911045793065
"185","Gp3",11.6007001111736,9.23344797693995,9.98265734359621,36.8341583406051
"186","Gp3",17.8344206548151,4.63088649555354,12.8762663219187,63.3128793577824
"187","Gp2",24.5781518914898,11.8771305440188,8.64932005781256,80.7783275198049
"188","Gp2",22.5663331311393,11.4573746122099,11.0176872462761,153.40800155366
"189","Gp1",14.5044217381587,4.72526246764358,7.64111070534207,60.8717661458442
"190","Gp2",14.7953195039633,13.2645652531731,10.6056538077574,131.361050733122
"191","Gp3",22.2173312017663,12.3789807782335,8.09652103244553,92.201525765629
"192","Gp1",23.0185125328814,8.155862854448,9.02239948005917,46.9858914542881
"193","Gp3",23.8008434402527,10.1294846295846,13.1878387687325,114.926376427575
"194","Gp3",6.58348693333408,11.1170177829296,9.38958781796619,27.5732927216978
"195","Gp2",25.7727304633681,11.700063629873,12.3653216112848,137.460093657933
"196","Gp2",13.586496705306,9.38236037083606,8.35611516432884,59.6704397507955
"197","Gp3",16.4496475982598,21.5099531326516,7.94272091042307,33.1465294086793
"198","Gp2",18.1280408606732,11.2467016490467,8.24698696043618,86.4309459573394
"199","Gp3",23.7337582517554,10.785322863901,12.2888217358535,117.777765113917
"200","Gp1",17.4300045066306,13.0601431208824,10.2424470979102,81.6426953847128
